y,z
0.5242595726676539,0.18976623651364502
0.2978818489528242,0.04887613708483188
0.21173312883435585,0.2763248360482336
0.41586101121218527,0.4108869261688174
0.5563967632748043,0.4473397503702137
0.4319653056907129,0.4562592553416543
0.26325100486566533,0.36102707848529725
0.19007298497990271,0.32772635921303156
0.2873545589168606,0.4161439602284747
0.36359477469854035,0.4466178337211762
0.28160831394118896,0.1357599957689867
0.09069441506240748,-0.00802305902263587
0.011629997884493405,0.2707055214723927
0.20592870742542843,0.4076290459064946
0.3687275227416967,0.4441162470911783
0.367088005077216,0.45236143431351805
0.38586577110217896,0.45705785910725616
0.3623439813835414,0.45762375713983494
0.20555849375925536,0.28200232705733025
0.11036069388618577,0.19304791622593614
0.1067563994076582,0.34180770044425646
0.05918394330442146,0.4238364713348847
0.0539348423947536,0.4492648614343135
0.3144039559974614,0.45405383964459484
0.48945948804738737,0.45173735984768343
0.34782102813623866,0.33908927438121433
0.3525227416966364,0.3023640786968479
0.3964671038713772,0.4013116141315845
0.2721969536704041,0.3922651787603131
0.16197905648402797,0.38610376560186166
0.1425058176433256,0.4179923841760102
0.17247990268669353,0.4267876031309499
0.15025121641633174,0.43062460334250047
0.14663634440448492,0.41287550243283266
0.20656071504125237,0.4081447006558071
0.12909086101121223,0.3689179183414428
-0.03325840913898872,0.2643114025809181
-0.12365136450179808,0.2869605458007193
-0.06898138354135806,0.3553284324095621
0.022908292786122355,0.3756002750158663
0.11335942458218749,0.4097895070869473
0.21064893166913481,0.4216548550877935
0.19709646710387138,0.23010365982652847
0.21899989422466684,0.16391474508144704
0.3187460334250053,0.3423550877935265
0.29066797122910937,0.2851676539031098
0.28349904802200127,0.2662788237782949
0.28430558493759256,-0.18829860376560173
0.25194362174740853,-0.33738893590014796
0.19821239686905015,0.19688227205415698
0.024799026866934692,0.23349640363867147
-0.04035064522953238,0.24777342923630213
-0.025444256399407558,-0.3690818701078908
0.012063676750581826,-0.5524460545800718
0.10321028136238633,0.1783372117622171
0.1482679289189761,0.4106991749524011
0.1436640575417813,0.46653004019462657
0.10920774275438973,0.47729268034694305
0.173022001269304,0.4926856357097525
0.27077427543896765,0.49660990057118676
0.3526417389464777,0.4940078273746562
0.39189496509414,0.47390522530145973
0.467883964459488,0.4666278823778295
0.6233578379521895,0.47968584726041885
0.6379098794161201,0.47794319864607576
0.6197059445737254,0.4754363232494182
0.5666675481277765,0.45717685635709754
0.4765522530145969,0.18393008250475995
0.4590464353712714,0.11891527395811301
0.45653162682462445,0.37041463930611385
0.43045271842606303,0.42018722233975037
0.36061455468584724,0.40621958959170723
0.4039771525280304,0.42499471123334037
0.5210228474719696,0.4533953881954728
0.5175613496932515,0.4627221281997038
0.3937486778083351,0.3571213243071716
0.32448434525068753,0.32221810873704254
0.5220938227205415,0.4176591918764544
0.7069256399407656,0.44950285593399614
0.6770282420139624,0.45920245398773
0.6379336788660884,0.1462476200550032
0.539671038713772,0.04611011212185323
0.6023085466469219,0.33047651787603133
0.7023984556801354,0.4243151047175798
0.6112280516183625,0.4511027078485297
0.46869314575840915,0.16498307594668926
0.31530569071292575,0.08082822085889575
0.2347445525703406,0.2627036175163952
0.20075364924899516,0.3169399196107468
0.17041992807277348,0.09271736830971022
0.09504707002327063,0.03164797969113607
0.08070129045906502,0.34965094140046543
0.1444705944573726,0.44596731542204354
0.2716257668711657,0.47015548973979265
0.4165326845779564,0.47642003384810655
0.5197720541569706,0.47563200761582397
0.5417812566109582,0.4712343981383541
0.6313359424582187,0.4665564840279247
0.6479268034694309,0.4626189972498413
0.4419028982441295,0.36114078696847896
0.31119103025174527,0.3163026232282632
0.2783636555955151,0.399931246033425
0.19288925322614772,0.38402528030463295
0.17594140046541148,0.3759255341654326
0.1675428390099429,0.4274196107467738
0.13595303575206266,0.44571609900571185
0.1808890416754813,0.44840014808546647
0.22606304209858263,0.44332028770890625
0.26976147662365135,0.4389359001480854
0.37448698963401733,0.4385471757986037
0.3699016289401312,0.24963507510048658
0.26766183625978424,0.19649883647133493
0.2642876031309499,0.313845991114872
0.24287074254283902,0.344573725407235
0.239327268880897,0.13567801988576267
0.3205918129892109,0.07479902686693467
0.37802517452929973,0.33501692405331074
0.24262217050983712,0.3650967844298709
0.11694520837740643,0.36984345250687545
0.058739686905013806,-0.08384546223820599
0.09325417812566117,-0.21526602496297853
0.2057568225089909,0.26364237359847686
0.2969827586206896,0.41340966786545374
0.38825629363232494,0.4537021366617305
0.32003649248995136,0.17238470488682042
0.2727073196530569,0.087336048233552
0.26815898032578805,-0.026914533530780525
0.27744869896340174,-0.0568330865242225
0.3056034482758621,0.32707848529722866
0.33158187010789086,0.3978924264861434
0.37866775967844296,0.4159271207954304
0.2875423101332769,-0.23170351174106188
0.13821662788237787,-0.44689813835413567
0.08280886397292156,0.19967474085043369
0.13849957689866726,0.23630738311825683
0.2603395388195473,0.25053945419928075
0.291167759678443,0.2858684154855088
0.3137719483816374,0.3010418870319442
0.35940871588745504,0.46471863761370846
0.3111778083350963,0.5083218743389042
0.20412259361116988,0.4975724561032367
0.1529855087793527,0.1903083350962556
0.16127829490162895,0.12298497990268673
0.13413898878781472,0.41002750158663
0.15970753120372336,0.416537973344616
0.27719483816374024,0.4161571821451237
0.30787761793949653,0.22246139200338486
0.3264332557647557,0.16168552993441931
0.41953141527395804,0.41593505394541996
0.3476015443198646,0.3493600592341866
0.2512164163317115,0.32795113179606517
0.39148508567801993,0.4688994076581341
0.45596044002538605,0.5114448910514068
0.3353871377194838,0.521070446371906
0.2696371906071504,0.5145784852972286
0.30549238417601016,0.508488470488682
0.2974984133700021,0.313626507298498
0.25629363232494184,0.2530886397292152
0.25612439179183416,0.4294293420774275
0.3395996403638672,0.481222233975037
0.46258726464988364,0.49642479373810017
0.3389411889147451,0.25563253649249
0.18102390522530146,0.1821583456737889
0.197101755870531,0.40179024751427966
0.20059234186587693,0.40869208800507717
0.19723133065369158,0.409313518087582
0.4060477046752697,0.46804791622593606
0.5756108525491854,0.4878226147662365
0.49598318172202244,0.48871906071504123
0.37236354982018194,0.4430928707425429
0.29909297651787603,0.42711815104717576
0.3150888512798815,0.4515786968478951
0.3683282208588957,0.458255764755659
0.4475089909033213,0.4690395599746139
0.4442220224243706,0.13326105352231862
0.37440236936746346,0.03085995345885346
0.2855881108525492,0.24662047810450605
0.2563306536915591,0.31145546858472606
0.2901866934630844,0.42334726041887033
0.26110376560186166,0.4630553204992595
0.2460069811719907,0.4793526549608631
0.24581129680558494,0.396332240321557
0.21012798815316272,0.366112227628517
0.24878622805161837,0.43995663211339114
0.3249286016500952,0.43295959382272053
0.35552411677596785,0.4281759043790988
0.3487386291516818,0.42118679923841756
0.3655410408292786,0.41958165855722446
0.42627459276496715,0.44706737888724346
0.34734503913687326,0.3821081023905225
0.2643986672308018,0.36208747620055004
0.38999100909667866,0.42650465411466043
0.4878279035328961,0.44504442563994073
0.45169504971440655,0.4433678866088428
0.485892214935477,0.4377935265496086
0.48528136238629144,0.4340966786545377
0.4081261899724984,0.4006505182991327
0.32463243071715675,0.3913660884281785
0.2407049925957267,0.41924317749100914
0.14851121218531843,0.28522847471969537
0.13105563782525917,0.2503807911994923
0.31749788449333616,0.3864078696847895
0.43662999788449336,0.42819177067907765
0.42641738946477675,0.4390734080812354
0.5119420351174107,0.4366564417177914
0.5101729426697693,0.09744023693674639
0.42406653268457795,-0.013518087581975822
0.37832927861222765,0.2938227205415697
0.3553284324095621,0.3901205838798392
0.43971599323037863,0.41974825470700233
0.41369261688174314,-0.16512587264649872
0.27005235878993017,-0.349820181933573
0.21920615612439182,0.20793579437275228
0.14413211339115722,0.39306378252591495
0.08971334884704892,0.44744023693674634
0.14187381002750163,0.4610693886185741
0.3033451449122065,0.46576316902898246
0.40327374656230164,0.4609847683520203
0.3774434101967421,0.44822297440236936
0.4450074042733234,0.44586154008885126
0.5234689020520414,0.17172096467103873
0.491180981595092,0.08664321980114244
0.4139200338481066,0.34151152951131797
0.48445631478739154,0.4232123968690501
0.5334699598053734,0.43669346308440865
0.4994552570340597,0.22164427755447433
0.5349217262534377,0.16624973556166708
0.4723027290035964,0.3679447852760736
0.27126613073831185,0.3462793526549609
0.17996086312671888,0.34080812354558915
0.19260101544319866,-0.08952824201396224
0.10248043156335947,-0.32492066850010565
0.05090173471546442,0.12876824624497574
0.08386661730484454,0.3281283054791623
0.12861751639517668,0.38428971863761374
0.14873069600169245,0.0037946900782737975
